MONTH_ID,CATEGORY_ID,STATE_PROVINCE_ID,UNITS,SALES
Apr-11,-536,(S/P)_AT,136,42113.49
Apr-11,-536,(S/P)_DE,144,44475.36
Apr-11,-536,(S/P)_FI,94,25824.53
Apr-11,-536,(S/P)_FR,222,72632.64
Apr-11,-536,(S/P)_GB,80,25216.87
Apr-11,-536,(S/P)_GR,195,64552.27
Apr-11,-536,(S/P)_HU,149,45193.3
Apr-11,-536,(S/P)_IT,170,55662.94
Apr-11,-536,(S/P)_NL,109,27950.56
Apr-11,-536,(S/P)_PL,209,59168
Apr-11,-536,(S/P)_PT,170,54196.66
Apr-11,-536,(S/P)_RO,131,50124.7
Apr-11,-536,(S/P)_RU,153,47073.66
Apr-11,-536,ADDIS_ABABA_ET,162,56973.08
Apr-11,-536,ALAGOAS_BR,73,22805.6
Apr-11,-536,ALBERTA_CA,79,30241.96
Apr-11,-536,ALEXANDRIA_EG,208,67134.75
Apr-11,-536,ALMATY_KZ,95,20676.54
Apr-11,-536,AMAZONAS_BR,94,30213.51
Apr-11,-536,ANDHRA_PRADESH_IN,174,48180.42
Apr-11,-536,ANHUI_CN,251,77348.92
Apr-11,-536,ANTANANARIVO_MG,87,28371.63
Apr-11,-536,ANTIOQUIA_CO,168,45080.13
Apr-11,-536,ARAGUA_VE,87,29745.17
Apr-11,-536,AR_RIYAD_SA,212,70023.64
Apr-11,-536,BAHIA_BR,206,80031.74
Apr-11,-536,BAJA_CALIFORNIA_MX,97,32913.93
Apr-11,-536,BAMAKO_ML,123,33607.95
Apr-11,-536,BANGKOK_TH,195,58720.86
Apr-11,-536,BEIJING_CN,159,50658.9
Apr-11,-536,BELGRADE_CS,78,20222.47
Apr-11,-536,BIHAR_IN,121,33543.21
Apr-11,-536,BRAZZAVILLE_CG,67,19172.52
Apr-11,-536,BRITISH_COLUMBIA_CA,121,29023.78
Apr-11,-536,BUENOS_AIRES_AR,161,52010.51
Apr-11,-536,CAIRO_EG,182,57369.61
Apr-11,-536,CALIFORNIA_US,38,11832.49
Apr-11,-536,CAMPINAS_BR,149,46905.66
Apr-11,-536,CAPITAL_DISTRICT_VE,212,73910.3
Apr-11,-536,CAPITAL_GOVERNORATE_JO,91,26983.95
Apr-11,-536,CARABOBO_VE,120,33828.13
Apr-11,-536,CARIBBEAN_CO,89,30906.87
Apr-11,-536,CEARA_BR,158,45598.46
Apr-11,-536,CENTRE_CM,112,40134.74
Apr-11,-536,CHIHUAHUA_MX,133,38740.11
Apr-11,-536,CHITTAGONG_BD,240,72639.68
Apr-11,-536,CHONGQING_CN,208,71938.02
Apr-11,-536,CIUDAD_DE_LA_HABANA_CU,123,37935.69
Apr-11,-536,COAHUILA_MX,106,30372.4
Apr-11,-536,CORDOBA_AR,133,47869.4
Apr-11,-536,DAKAR_SN,112,34109.08
Apr-11,-536,DELHI_IN,145,48060.82
Apr-11,-536,DISTRITO_CAPITAL_CO,176,55993.6
Apr-11,-536,DISTRITO_CENTRAL_HN,109,32710.07
Apr-11,-536,DISTRITO_FEDERAL_BR,176,58878.09
Apr-11,-536,DISTRITO_FEDERAL_MX,155,49694.46
Apr-11,-536,EAST_JAVA_ID,152,47125.29
Apr-11,-536,ESPIRITO_SANTO_BR,118,33523.93
Apr-11,-536,FLORIDA_US,178,54296.82
Apr-11,-536,FUJIAN_CN,222,81685.65
Apr-11,-536,FUKUOKA_JP,147,49583.61
Apr-11,-536,GANSU_CN,156,45758.33
Apr-11,-536,GEORGIA_US,218,67285.3
Apr-11,-536,GIUZHOU_CN,133,37844.31
Apr-11,-536,GOIAS_BR,114,31571.51
Apr-11,-536,GRAN_ASUNCION_PY,123,33161.41
Apr-11,-536,GREATER_ACCRA_GH,129,35293.93
Apr-11,-536,GREAT_JAKARTA_ID,158,50440.92
Apr-11,-536,GUANAJUATO_MX,108,37273.26
Apr-11,-536,GUANGDONG_CN,156,49021.4
Apr-11,-536,GUANGXI_CN,100,29182.55
Apr-11,-536,GUANGXI_ZHUANG_CN,158,49251.6
Apr-11,-536,GUAYAS_EC,119,35199.79
Apr-11,-536,GUIZHOOU_CN,105,30316.02
Apr-11,-536,GUJARAT_IN,163,53836.64
Apr-11,-536,HARYANA_IN,113,39038.76
Apr-11,-536,HEBEI_CN,220,77956.78
Apr-11,-536,HEILONGJIANG_CN,178,59210.71
Apr-11,-536,HENAN_CN,239,76538.18
Apr-11,-536,HOKKAIDO_JP,126,36589.14
Apr-11,-536,HONG_KONG_SAR_CN,212,64641.67
Apr-11,-536,HUBEI_CN,160,50226.87
Apr-11,-536,HUNAN_CN,202,64463.38
Apr-11,-536,ILLINOIS_US,203,59079.61
Apr-11,-536,INNER_MONGOLIA_CN,123,39551.87
Apr-11,-536,IZMIR_TR,129,45767.82
Apr-11,-536,JALISCO_MX,239,76718.1
Apr-11,-536,JAMMU_IN,101,34865.6
Apr-11,-536,JHARKHAND_IN,121,45770.65
Apr-11,-536,JIANGSU_CN,141,44087.02
Apr-11,-536,JIANGXI_CN,164,41441.14
Apr-11,-536,JILIN_CN,198,55804.34
Apr-11,-536,KABUL_AF,201,69135.4
Apr-11,-536,KADUNA_NG,88,23433.83
Apr-11,-536,KANO_NG,165,49833.89
Apr-11,-536,KARNATAKA_IN,210,61874.73
Apr-11,-536,KATANGA_CD,101,29819.65
Apr-11,-536,KERALA_IN,125,38936.18
Apr-11,-536,KHARKIV_UA,89,27306.13
Apr-11,-536,KHULNA_BD,140,47921.37
Apr-11,-536,KINSHASA_CD,212,64561.64
Apr-11,-536,KUALA_LUMPUR_MY,82,19241.63
Apr-11,-536,KYOTO_JP,87,27388.04
Apr-11,-536,LAGOS_NG,150,48622.4
Apr-11,-536,LIAONING_CN,187,61215.06
Apr-11,-536,LIAOYANG_CN,93,32028.84
Apr-11,-536,LIMA_PE,170,54153.9
Apr-11,-536,LITTORAL_CM,111,30235.81
Apr-11,-536,LUANDA_AO,163,55836.17
Apr-11,-536,LUSAKA_ZM,98,29235.28
Apr-11,-536,MADHYA_PRADESH_IN,215,74820.13
Apr-11,-536,MAHARASHTRA_IN,192,62176.07
Apr-11,-536,MAKKAH_SA,85,24033.93
Apr-11,-536,MAPUTO_MZ,118,34660.94
Apr-11,-536,MASSACHUSETTS_US,144,43078.72
Apr-11,-536,MENDOZA_AR,68,19532.44
Apr-11,-536,MEXICO_MX,119,33769.64
Apr-11,-536,MICHIGAN_US,206,70011.21
Apr-11,-536,MINAS_GERAIS_BR,245,80166.5
Apr-11,-536,MINSK_BY,109,30348.91
Apr-11,-536,MISSOURI_US,202,63760.66
Apr-11,-536,MOGADISHU_SO,92,28561.56
Apr-11,-536,MONTEVIDEO_UY,98,35226.64
Apr-11,-536,NAIROBI_KE,125,37241.79
Apr-11,-536,NEUVO_LEON_MX,206,58917.78
Apr-11,-536,NEVADA_US,120,33918.52
Apr-11,-536,NEW_YORK_US,168,51096.1
Apr-11,-536,NORTHWEST_FRONTIER_PK,78,24803.03
Apr-11,-536,NORTH_ISLAND_NZ,113,32840.8
Apr-11,-536,NORTH_SUMATRA_ID,129,46897.67
Apr-11,-536,OHIO_US,270,72393.44
Apr-11,-536,OKASKA_JP,147,46525.38
Apr-11,-536,ONTARIO_CA,209,71786.45
Apr-11,-536,OYO_NG,139,50045.42
Apr-11,-536,PARANA_BR,166,59450.33
Apr-11,-536,PARA_BR,114,31251.33
Apr-11,-536,PENNSYLVANIA_US,192,53497.31
Apr-11,-536,PERNAMBUCO_BR,173,54244.72
Apr-11,-536,PICHINCHA_EC,107,31072.16
Apr-11,-536,PUEBLA_MX,97,26501.14
Apr-11,-536,PUNJAB_IN,92,26340.67
Apr-11,-536,PUNJAB_PK,156,52450.18
Apr-11,-536,PUSAN_KR,179,49317.9
Apr-11,-536,QUEBEC_CA,192,61613.25
Apr-11,-536,RAJASTHAN_IN,146,51102.04
Apr-11,-536,RHODE_ISLAND_US,106,28851.52
Apr-11,-536,RIO_DE_JANEIRO_BR,176,55538.16
Apr-11,-536,RIO_GRA_DO_SUL_BR,189,61427.36
Apr-11,-536,SANTANDER_CO,88,29026.78
Apr-11,-536,SANTA_FE_AR,96,19635.54
Apr-11,-536,SANTIAGO_CL,194,64304.1
Apr-11,-536,SAN_SALVADOR_SV,129,34803.33
Apr-11,-536,SAO_PAULO_BR,143,44284.23
Apr-11,-536,SERGIPE_BR,108,36031.62
Apr-11,-536,SHANDONG_CN,155,51688.5
Apr-11,-536,SHANGHAI_CN,157,50598.86
Apr-11,-536,SHANXI_CN,221,65112.64
Apr-11,-536,SICHUAN_CN,161,52756.88
Apr-11,-536,SINDH_PK,149,45354.37
Apr-11,-536,SINGAPORE_SG,206,57728.47
Apr-11,-536,SOUTH_SULAWESI_ID,95,26764.84
Apr-11,-536,SOUTH_SUMATRA_ID,108,32428.88
Apr-11,-536,TAMIL_NADU_IN,164,51666.12
Apr-11,-536,TASHKENT_UZ,106,34632.06
Apr-11,-536,TEL_AVIV_IL,147,51877.81
Apr-11,-536,TENNESSEE_US,70,20483.15
Apr-11,-536,TEXAS_US,149,47304.24
Apr-11,-536,TIANJIN_CN,167,56172.74
Apr-11,-536,TOKYO_JP,103,31463.87
Apr-11,-536,UTTAR_PRADESH_IN,155,48365.09
Apr-11,-536,VALLE_DEL_CAUCA_CO,136,40236.77
Apr-11,-536,VIRGINIA_US,100,27303.98
Apr-11,-536,WASHINGTON_US,146,49685.57
Apr-11,-536,WESTERN_SA,215,67609.78
Apr-11,-536,WEST_BENGAL_IN,145,43672.93
Apr-11,-536,WEST_JAVA_ID,212,62682.05
Apr-11,-536,XINJIANG_UYGUR_CN,118,33056.83
Apr-11,-536,YEREVAN_AM,84,28336.62
Apr-11,-536,YUNNAN_CN,112,29512.87
Apr-11,-536,ZHEJIANG_CN,213,68283.09
Apr-11,-536,ZULIA_VE,108,29368.7
Apr-11,-535,(S/P)_AT,1419,551194.45
Apr-11,-535,(S/P)_DE,1718,679584.58
Apr-11,-535,(S/P)_FI,1141,481604.24
Apr-11,-535,(S/P)_FR,2588,1030676.18
Apr-11,-535,(S/P)_GB,968,391655.75
Apr-11,-533,ALAGOAS_BR,17,3796.73
Apr-11,-533,ALBERTA_CA,18,3950.46
Apr-11,-533,ALEXANDRIA_EG,52,11844.33
Apr-11,-533,ALMATY_KZ,29,7011.94
Apr-11,-533,AMAZONAS_BR,27,6092.82
Apr-11,-533,ANDHRA_PRADESH_IN,46,10830.25
Apr-11,-533,ANHUI_CN,69,15628.54
Apr-11,-533,ANTANANARIVO_MG,32,8008.57
Apr-11,-533,ANTIOQUIA_CO,47,11637.22
Apr-11,-533,ARAGUA_VE,27,5234.73
Apr-11,-533,AR_RIYAD_SA,57,14023.21
Apr-11,-533,BAHIA_BR,51,11320.56
Apr-11,-533,BAJA_CALIFORNIA_MX,25,5515.5
Apr-11,-533,BAMAKO_ML,26,5002.34
Apr-11,-533,BANGKOK_TH,53,11736.75
Apr-11,-533,BEIJING_CN,41,9746.73
Apr-11,-533,BELGRADE_CS,20,4892.32
Apr-11,-533,BIHAR_IN,39,9578.44
Apr-11,-533,BRAZZAVILLE_CG,14,2959.41
Apr-11,-533,BRITISH_COLUMBIA_CA,27,5892.45
Apr-11,-533,BUENOS_AIRES_AR,47,10611.94
Apr-11,-533,CAIRO_EG,50,10901.26
Apr-11,-533,CALIFORNIA_US,11,2548.76
Apr-11,-533,CAMPINAS_BR,58,13357.58
Apr-11,-533,CAPITAL_DISTRICT_VE,50,12265.37
Apr-11,-533,CAPITAL_GOVERNORATE_JO,37,8973.59
Apr-11,-533,CARABOBO_VE,29,6755.08
Apr-11,-533,CARIBBEAN_CO,27,7199.73
Apr-11,-533,CEARA_BR,53,12973.66
Apr-11,-533,CENTRE_CM,34,7096.82
Apr-11,-533,CHIHUAHUA_MX,30,6814.31
Apr-11,-533,CHITTAGONG_BD,75,19654.23
Apr-11,-533,CHONGQING_CN,59,14862.53
Apr-11,-533,CIUDAD_DE_LA_HABANA_CU,38,9443.69
Apr-11,-533,COAHUILA_MX,26,6642.22
Apr-11,-533,CORDOBA_AR,34,8046.07
Apr-11,-533,DAKAR_SN,38,9962.19
Apr-11,-533,DELHI_IN,43,9892.62
Apr-11,-533,DISTRITO_CAPITAL_CO,58,13886.25
Apr-11,-533,DISTRITO_CENTRAL_HN,26,6027.19
Apr-11,-533,DISTRITO_FEDERAL_BR,48,11410.28
Apr-11,-533,DISTRITO_FEDERAL_MX,45,10032.79
Apr-11,-533,EAST_JAVA_ID,41,9921.81
Apr-11,-533,ESPIRITO_SANTO_BR,32,6587.99
Apr-11,-533,FLORIDA_US,51,10940.65
Apr-11,-533,FUJIAN_CN,52,12246.17
Apr-11,-533,FUKUOKA_JP,58,13340.4
Apr-11,-533,GANSU_CN,40,9142.16
Apr-11,-533,GEORGIA_US,46,9806.41
Apr-11,-533,GIUZHOU_CN,37,9004.53
Apr-11,-533,GOIAS_BR,28,6001.34
Apr-11,-533,GRAN_ASUNCION_PY,39,8692.3
Apr-11,-533,GREATER_ACCRA_GH,39,8153.41
Apr-11,-533,GREAT_JAKARTA_ID,46,10335.99
Apr-11,-533,GUANAJUATO_MX,38,8520.13
Apr-11,-533,GUANGDONG_CN,44,10201.22
Apr-11,-533,GUANGXI_CN,39,7703.37
Apr-11,-533,GUANGXI_ZHUANG_CN,49,10388.6
Apr-11,-533,GUAYAS_EC,44,10854.11
Apr-11,-533,GUIZHOOU_CN,20,5129.69
Apr-11,-533,GUJARAT_IN,51,11226.83
Apr-11,-533,HARYANA_IN,36,7419.8
Apr-11,-533,HEBEI_CN,60,13961.96
Apr-11,-533,HEILONGJIANG_CN,52,12540.53
Apr-11,-533,HENAN_CN,62,13816.74
Apr-11,-533,HOKKAIDO_JP,39,8380.42
Apr-11,-533,HONG_KONG_SAR_CN,64,14226.18
Apr-11,-533,HUBEI_CN,49,11202.93
Apr-11,-533,HUNAN_CN,52,12412.41
Apr-11,-533,ILLINOIS_US,61,14439.78
Apr-11,-533,INNER_MONGOLIA_CN,35,8551.71
Apr-11,-533,IZMIR_TR,42,9042.88
Apr-11,-533,JALISCO_MX,63,13620.65
Apr-11,-533,JAMMU_IN,23,5361.78
Apr-11,-533,JHARKHAND_IN,22,5118.91
Apr-11,-533,JIANGSU_CN,38,8829.09
Apr-11,-533,JIANGXI_CN,52,11219.33
Apr-11,-533,JILIN_CN,50,11934.78
Apr-11,-533,KABUL_AF,55,12802.64
Apr-11,-533,KADUNA_NG,32,8231.98
Apr-11,-533,KANO_NG,51,12152.73
Apr-11,-533,KARNATAKA_IN,61,14332.3
Apr-11,-533,KATANGA_CD,26,6804.63
Apr-11,-533,KERALA_IN,38,8402.09
Apr-11,-533,KHARKIV_UA,29,6936.46
Apr-11,-533,KHULNA_BD,29,6215.85
Apr-11,-533,KINSHASA_CD,73,16951
Apr-11,-533,KUALA_LUMPUR_MY,26,5759.53
Apr-11,-533,KYOTO_JP,32,6991.2
Apr-11,-533,LAGOS_NG,41,8901.1
Apr-11,-533,LIAONING_CN,55,12920.68
Apr-11,-533,LIAOYANG_CN,34,7143.65
Apr-11,-533,LIMA_PE,46,10409.04
Apr-11,-533,LITTORAL_CM,26,5974.81
Apr-11,-533,LUANDA_AO,40,9251.1
Apr-11,-533,LUSAKA_ZM,27,4582.26
Apr-11,-533,MADHYA_PRADESH_IN,56,12840.46
Apr-11,-533,MAHARASHTRA_IN,55,12738.39
Apr-11,-533,MAKKAH_SA,26,5352.63
Apr-11,-533,MAPUTO_MZ,29,5561.56
Apr-11,-533,MASSACHUSETTS_US,43,9733.81
Apr-11,-533,MENDOZA_AR,20,4246.38
Apr-11,-533,MEXICO_MX,37,7934.41
Apr-11,-533,MICHIGAN_US,54,11757.86
Apr-11,-533,MINAS_GERAIS_BR,58,12810.79
Apr-11,-533,MINSK_BY,33,6856.65
Apr-11,-533,MISSOURI_US,50,12235.96
Apr-11,-533,MOGADISHU_SO,30,6921.71
Apr-11,-533,MONTEVIDEO_UY,25,4978.54
Apr-11,-533,NAIROBI_KE,32,8792.52
Apr-11,-533,NEUVO_LEON_MX,61,13738.67
Apr-11,-533,NEVADA_US,25,5713.79
Apr-11,-533,NEW_YORK_US,49,10910.77
Apr-11,-533,NORTHWEST_FRONTIER_PK,23,5687.34
Apr-11,-533,NORTH_ISLAND_NZ,35,8240.89
Apr-11,-533,NORTH_SUMATRA_ID,38,9212.34
Apr-11,-533,OHIO_US,53,11526.01
Apr-11,-533,OKASKA_JP,42,9310.68
Apr-11,-533,ONTARIO_CA,69,14966.43
Apr-11,-533,OYO_NG,34,8135.76
Apr-11,-533,PARANA_BR,47,11109.22
Apr-11,-533,PARA_BR,31,7262.74
Apr-11,-533,PENNSYLVANIA_US,53,12584.63
Apr-11,-533,PERNAMBUCO_BR,55,12327.9
Apr-11,-533,PICHINCHA_EC,25,5318.61
Apr-11,-533,PUEBLA_MX,23,5090
Apr-11,-533,PUNJAB_IN,26,5728.12
Apr-11,-533,PUNJAB_PK,42,9483.98
Apr-11,-533,PUSAN_KR,50,11394.87
Apr-11,-533,QUEBEC_CA,41,9278.47
Apr-11,-533,RAJASTHAN_IN,40,9519.23
Apr-11,-533,RHODE_ISLAND_US,34,8038.78
Apr-11,-533,RIO_DE_JANEIRO_BR,55,12181.27
Apr-11,-533,RIO_GRA_DO_SUL_BR,58,13990.7
Apr-11,-533,SANTANDER_CO,24,5537.39
Apr-11,-533,SANTA_FE_AR,34,8537.04
Apr-11,-533,SANTIAGO_CL,73,15769.2
Apr-11,-533,SAN_SALVADOR_SV,30,6652.19
Apr-11,-533,SAO_PAULO_BR,45,10132.93
Apr-11,-533,SERGIPE_BR,29,6850.02
Apr-11,-533,SHANDONG_CN,46,10257.06
Apr-11,-533,SHANGHAI_CN,46,10504.45
Apr-11,-533,SHANXI_CN,50,10650.95
Apr-11,-533,SICHUAN_CN,52,12208.39
Apr-11,-533,SINDH_PK,42,9497.29
Apr-11,-533,SINGAPORE_SG,54,12249.87
Apr-11,-533,SOUTH_SULAWESI_ID,24,4467.4
Apr-11,-533,SOUTH_SUMATRA_ID,42,8779.89
Apr-11,-533,TAMIL_NADU_IN,50,11806.79
Apr-11,-533,TASHKENT_UZ,29,5713.88
Apr-11,-533,TEL_AVIV_IL,43,10676.28
Apr-11,-533,TENNESSEE_US,35,8975.01
Apr-11,-533,TEXAS_US,43,9702.44
Apr-11,-533,TIANJIN_CN,46,11169.47
Apr-11,-533,TOKYO_JP,29,6576.24
Apr-11,-533,UTTAR_PRADESH_IN,44,9168.81
Apr-11,-533,VALLE_DEL_CAUCA_CO,41,8445.79
Apr-11,-533,VIRGINIA_US,25,4489.11
Apr-11,-533,WASHINGTON_US,50,12057.72
Apr-11,-533,WESTERN_SA,69,16141.03
Apr-11,-533,WEST_BENGAL_IN,44,9737.57
Apr-11,-533,WEST_JAVA_ID,60,12661.69
Apr-11,-533,XINJIANG_UYGUR_CN,31,6656.39
Apr-11,-533,YEREVAN_AM,29,6487.57
Apr-11,-533,YUNNAN_CN,36,8031.01
Apr-11,-533,ZHEJIANG_CN,53,12368.5
Apr-11,-533,ZULIA_VE,32,6869.43
Apr-11,-532,(S/P)_AT,559,124589.31
Apr-11,-532,(S/P)_DE,651,133838.24
Apr-11,-532,(S/P)_FI,412,84406.58
Apr-11,-532,(S/P)_FR,990,203898.22
Apr-11,-532,(S/P)_GB,369,74667.38
Apr-11,-532,(S/P)_GR,737,159196.53
Apr-11,-532,(S/P)_HU,689,136386.4
Apr-11,-532,(S/P)_IT,784,163538.22
Apr-11,-532,(S/P)_NL,537,111743.41
Apr-11,-532,(S/P)_PL,864,181368.33
Apr-11,-532,(S/P)_PT,809,162370.37
Apr-11,-532,(S/P)_RO,523,109851.33
Apr-11,-532,(S/P)_RU,684,143702.62
Apr-11,-532,ADDIS_ABABA_ET,727,145351.07
Apr-11,-532,ALAGOAS_BR,375,98266.39
Apr-11,-532,ALBERTA_CA,363,84152.88
Apr-11,-532,ALEXANDRIA_EG,884,190185.12
Apr-11,-532,ALMATY_KZ,419,97862.57
Apr-11,-532,AMAZONAS_BR,470,94144.53
Apr-11,-532,ANDHRA_PRADESH_IN,730,155098.27
Apr-11,-532,ANHUI_CN,1023,207065.84
Apr-11,-532,ANTANANARIVO_MG,493,109040.48
Apr-11,-532,ANTIOQUIA_CO,785,154962.66
Apr-11,-532,ARAGUA_VE,433,68656.67
